defid,word,definition
3758617,O.B.D.A,"Old Bridge Derelict Association. Old Bridge was a hotbed of dirtbag activities during the late 1970's, early 1980's. A loosely defined organization of late teen early twenty-year-olds would throw keg parties during the weekend evenings in the open wooded areas which are now McMansion ghettos. After the third half keg was half empty and all the ""T"" as in ""HC"" or other similar consumables were, well, consumed, there usually a chanting in unison of ""O.B.D.A"", almost as a wolf pack howling at the moon at 3 am. This meant that the O.B.D.A. meeting was in session and all were present and accounted for. There were no dues except to live in Old Bridge and to be recognized as cool and not a narc. The ""meetings"" were spontaneous and sometimes occurred simultaneously at different locations around the town. One faction were known as Lake People and preferred to chant O.B.D.A. by a huge fetid and weed strewn lake famous for the lead content from a nearby factory. Another faction partied at ""Paradise"" which was a pine wooded encampment near by a youth football athletic field. Still one more faction held ""The Pink Flamingo"" as their home stomping ground. The Pink Flamingo was an underground wood an earthen structure designed as a party spot and so named because it was painted pink on the inside. The area nearby the Flamingo was famous for tire fires in snowstorms and kegs held in the crotch of two trees packed in snow. The beer had to be ""The King of Beers"" to be an official meeting. Contrary to popular belief, O.B.D.A. did not mean Old Bridge Drug Addicts, although the members behavior would lead you to believe that permutation. Graffiti consisting of 5 foot tall O.B.D.A letters were frequent sights on liquor stores and Seven-Eleven brick walls. O.B.D.A. was frequently shouted from moving cars open windows especially if NP (non-partying) Jocks were walking along the street. The ""meeting"" of the of O.B.D.A. has dwindled due to its association with taste in classic and southern rock. The urban influence of rap and hip-hop has caused a decrease of binge consumption of beer in the woods. That combined with the associated O.B.D.A. uniform of flannel shirts, Levis and work boots, the yelling O.B.D.A at the top of your lungs in the middle of the night while piss-drunk has fallen into disfavor. I'm sure that somewhere in Central Jersey, there still is a guy with long scragglely grey hair in a bandana wearing the O.B.D.A. uniform, drinking a six at 3 am on a Saturday night trying to yell O.B.D.A., but smoking stogies through his trach tube makes it difficult to form words let alone yell."
141438,o.a.r.,"(Of a Revolution)A band that plays Island Vibe/Alternative Rock, who came about in 1998, at Ohio State University. Their signed to Lava Records, and have released such albums as, Souls Aflame, The Wanderer, Any Time Now,"
5722998,OCCD,Obsessive Compulsive Chat Disorder - when you compulsively and absent-mindedly check your facebook or other chat despite knowing that no-one you want to talk to will be online.The internet equivalent of constantly checking the empty fridge in the hope that some good food has materialised since you last checked it 5 minutes ago.
3289321,OCCD,Obsessive Compulsive Call Disorder
217386,OBG,Original Baby Gangstar
5794115,o.b.g.,outlaw biker gang
3157011,OBG,Obnoxious Brown Girl/Guy.
762745,OBG,"Oldie But Goodie, a term used to describe an ageing slapper who's still worth a donkey punch."
4137341,OBG,"'Oh By George!'An exclamation, not dissimilar to 'OMG!'."
12316385,obg,"slang: The Brazilian version of thx. It's derived from the Portuguese word obrigado/obrigada, which, of course, means thanks.slang: Oldie but a goodie/old but gold. Used when talking about something that is very old but still good."
4001465,OAR,Original Aspect Ratio - playing a movie in the original way it was filmed and meant to be shown/look. Original Aspect Ratio (OAR) is a home cinema term for the aspect ratio or dimensions in which a film or visual production was produced — as envisioned by the people involved in the creation of the work. The aspect ratio of an image is its width divided by its height.
1805133,o.a.r.,"OF A REVOLUTION: Marc Roberge (lead singer, rhythm guitar, amazing writer, co-founder) Chris Culos (drums, co-founder) Richard On (lead guitar) Benj Gershman (bass) Jerry DePizzo (saxophone, guitar) Started out in Rockville, Maryland where Marc, Chris, Richard and Benj all went to high school together. Went to college at Ohio State University, where they teamed up with Jerry. Play in concert venues all over the country mainly on the campus scene. Live shows are one of the best around and song lyrics are always changing from city to city. Their sound can be described as a mixture of many genres or groups including Sublime, Bob Marley, Dave Matthews Band, Phish, Grateful Dead, Guster, etc... but when it comes down to it they really can only compared to one band: O.A.R. Marc writes inspiring lyrics with deep undertones that everyone can translate to their own meanings disguised by catchy riffs, great instrumental interplay, and beats that make it feel like summer all year round."
187439,o.a.r.,"A totally sweetass band, whose music is best described as a mixture of Sublime and Dave Matthews Band. Based out of Ohio, where the temperature is never ‘just right’."
210559,O.A.R.,Best band ever. Changing their lyrics almost every show is wha makes them so incredible.
409865,o.a.r.,The best band in the world!!!
210555,o.a.r.,Most amazing band <b>EVER</b>.
145577,O.A.Pee,Old & Aged Prostitute who pisses on her clients.
1366276,O.A.Ped,An elderly ped'hest. Comes from 'Old Age Pensioner' and 'pedestrian'.
3938973,O.A.PEADO,"The opposite of a peado, a person who loves people of the older generation, this is called an O.A.PEADO!"
3992788,O.A.Paedo,"The opposite of a paedophile. A person younger than the age of 16, who fancies someone who is over the age of consent."
5953990,O.A.F.S.,Obsessed Angry Female Stalkers
1191893,o.0,"Can mean that the writer is confused, raising an eyebrow, and/or shocked but not about to say it. See o.O"
4046054,O-|-<,It's a dead stickman. What are you looking at me for?Make a grave or he will come to life and kick your ass good!
3146654,o-|--<,a stick person if you look at it sideways.
2600907,OAPaedo,"Someone who is sexually attracted to older people. Pronounced ""oh ay peedo""."
3729506,OApaedo,When one finds the much older woman very attractive going out his way to make a advance on her..
279631,o0,"Not a word per se, more an ideogram of the face you would make. Indicative of suprise."
776753,o.0,"We don't really know, but if you use it, you're a ""cool"" internet user, like me."
28020,o0,Carebear
4180247,O-Zooka,A 2 liter soda bottle with a hole burnt into the bottom and filled with smoke used to create smoke rings by blowing into the burnt hole.
1334329,O-Zone,"A European group that has one of the world's greatest dance songs ever! Even if you live under a rock- you have probably heard this group's insanely addictive song- popularly known as ""The Numa Numa Song."""
822069,o-zillinger,"An ounceoz of drugs. Weed, coke, shrooms, ect..ect."
158925,o-zer,an ounce of marijuana
1944364,o-z's,ounces of drugs usually weed
653048,o-wa-a-a-a,1. Disturbed - Down with the Sickness 2. What you say in place of what someone is going to say to you
3305195,o^_^o,"Pikachu, the two ""o""s are the red cheeks, and the other characters are the face/smile."
2787483,o],A smiley face also known as the cyclops. Used when you smile with one eye.
3946612,Ozone,"If a girl is an ozone she has a good face but bad looking body, since ozone is good up high in the atmosphere, but bad down low."
999258,o-zone,"Moldovan band who produced the dangerously addictive Dragostea din tei, otherwise known as the noma noma song. There is a famous video clip of a fat boy really enjoying it that can be seen on Newgrounds etc."
1224320,O-Zone,"The best band in the world! So incredibly hot! Dan Balan,Arsenie Todiras and Radu Sirbu from Moldova are my lovers. They have catchy songs,that are in Romanian. Gotta love the language. They won Best National/International song at the 2005 Echo Awards for Dragostea Din Tei. In your face Haiducii !!!"
1437966,ozone,The ozone is like a condom and global warming is herpies. Condoms protects us from herpies. YAY ozone!
1220241,o-zone,"The most kick-ass band to make the most kick-ass song, ""Dragostea Din Tei"""
5785331,OZONE,"a term used when someone is constantly spaced out and or constantly concerned about their appearance, specifically hair, using massive amounts of hairspray at inappropriate times; leading to the depletion of the ozone layer."
6834014,OWAAAA,"1. A girl's word, used in the place of ""OH MY GOD"" or a girl's favourite ""OMG""Meaning something very serious."
287595,(o^_^o),Pikachu
8128067,o\,"A salute, usually meaning yes sir."
1873485,o[XXXXXXXXX]}ZZZZZZZZZZZZZZZZZZZZZZZZ>,"a internet sword, most comenly used to attack newbs"
6123199,o[]e,A smiley showing someone with their mouth hanging open and and eye twitching. Used for when something very bad just happened.
2216798,o>-<[:,a person skateboarding
5893550,O==[][]==O,"An emoticon used to represent BMW's, the bestest cars in the world."
1835421,o=3,"Tilt your head slightly to the left... yessss.... there it is... its a penis! The penis is a part of the male genitalia. Its main use is for urinating and for wanking. It is the funnest object a man posseses, and it shows."
4044390,O=(^_^)=O,Hug emoticon.
3603317,o<|:{>,Santa Claus.
5809631,O =3,"an expression of a cornered angelic otaku either begging for mercy or displaying innocence by showing a cat's snout. most of these angelic otakus, as researched by NASA, are bound to be mischievous. at the same time, whether or not its coincidence or just bad luck, this phenomenon ends up with the otaku's dick cut off its rightful place ...hence:O =3"
